,회사명,거래소코드,회계년도,보통주식비율,외국인_주식분포비율
557,(주)기산텔레콤,35460,2021,35.22,4.82
558,(주)까뮤이앤씨,13700,2011,49.85,0
559,(주)까뮤이앤씨,13700,2012,49.85,0
560,(주)까뮤이앤씨,13700,2013,49.85,0.03
561,(주)까뮤이앤씨,13700,2014,54.11,0.07
562,(주)까뮤이앤씨,13700,2015,53.82,0.14
563,(주)까뮤이앤씨,13700,2016,57.67,0.06
564,(주)까뮤이앤씨,13700,2017,58.43,0.06
565,(주)까뮤이앤씨,13700,2018,57.04,0.51
566,(주)까뮤이앤씨,13700,2019,42.7,0.57
567,(주)까뮤이앤씨,13700,2020,36.68,1.43
568,(주)까뮤이앤씨,13700,2021,35.95,0.88
569,(주)까스텔바작,308100,2016,0,0
570,(주)까스텔바작,308100,2017,0,0
571,(주)까스텔바작,308100,2018,0,0
572,(주)까스텔바작,308100,2019,50.84,0.41
573,(주)까스텔바작,308100,2020,50.84,0.42
574,(주)까스텔바작,308100,2021,70.77,0.89
575,(주)꿈비,407400,2021,0,0
576,(주)나노,187790,2014,8.22,0
577,(주)나노,187790,2015,14.06,0.06
578,(주)나노,187790,2016,11.73,0.02
579,(주)나노,187790,2017,9.93,0.51
580,(주)나노,187790,2018,9.66,0.35
581,(주)나노,187790,2019,8.93,2.25
582,(주)나노,187790,2020,8.96,1.68
583,(주)나노,187790,2021,8.57,2.65
584,(주)나노브릭,286750,2015,0,0
585,(주)나노브릭,286750,2016,0,0
586,(주)나노브릭,286750,2017,0,0
587,(주)나노브릭,286750,2018,0,0
588,(주)나노브릭,286750,2019,20.15,0
589,(주)나노브릭,286750,2020,20.93,2.31
590,(주)나노브릭,286750,2021,20.52,0
591,(주)나노신소재,121600,2011,44.79,0.55
592,(주)나노신소재,121600,2012,43.9,1.55
593,(주)나노신소재,121600,2013,42.77,1.37
594,(주)나노신소재,121600,2014,42.6,1.03
595,(주)나노신소재,121600,2015,36.97,2.52
596,(주)나노신소재,121600,2016,36.6,2
597,(주)나노신소재,121600,2017,36.95,1.73
598,(주)나노신소재,121600,2018,36.38,2.36
599,(주)나노신소재,121600,2019,35.92,5.16
600,(주)나노신소재,121600,2020,32.51,1.23
601,(주)나노신소재,121600,2021,30.79,1.77
602,(주)나노엔텍,39860,2011,14.64,0.03
603,(주)나노엔텍,39860,2012,14.64,0.15
604,(주)나노엔텍,39860,2013,15.03,0.57
605,(주)나노엔텍,39860,2014,27.67,0.24
606,(주)나노엔텍,39860,2015,29.77,0.45
607,(주)나노엔텍,39860,2016,28.48,0.24
608,(주)나노엔텍,39860,2017,29.6,0.52
609,(주)나노엔텍,39860,2018,30.01,0.95
610,(주)나노엔텍,39860,2019,29.7,1.56
611,(주)나노엔텍,39860,2020,29.5,0.94
612,(주)나노엔텍,39860,2021,29.5,0.62
613,(주)나노트로닉스,10670,2011,17.61,0
614,(주)나노트로닉스,10670,2012,15.88,0
615,(주)나래나노텍,137080,2011,0,0
616,(주)나래나노텍,137080,2012,0,0
617,(주)나래나노텍,137080,2013,0,0
618,(주)나래나노텍,137080,2014,0,0
619,(주)나래나노텍,137080,2015,0,0
620,(주)나래나노텍,137080,2016,0,0
621,(주)나래나노텍,137080,2017,0,0
622,(주)나래나노텍,137080,2018,0,0
623,(주)나래나노텍,137080,2019,0,0
624,(주)나래나노텍,137080,2020,0,0
625,(주)나래나노텍,137080,2021,61.53,0
626,(주)나무가,190510,2011,0,0
627,(주)나무가,190510,2012,0,0
628,(주)나무가,190510,2013,0,0
629,(주)나무가,190510,2014,0,0
630,(주)나무가,190510,2015,57.74,0.4
631,(주)나무가,190510,2016,39.28,1.12
632,(주)나무가,190510,2017,28.25,1.44
633,(주)나무가,190510,2018,28.04,1.36
634,(주)나무가,190510,2019,25.29,4.47
635,(주)나무가,190510,2020,36,1.3
636,(주)나무가,190510,2021,36,2.36
637,(주)나스미디어,89600,2011,0,0
638,(주)나스미디어,89600,2012,0,0
639,(주)나스미디어,89600,2013,73.78,0.42
640,(주)나스미디어,89600,2014,70.03,4.17
641,(주)나스미디어,89600,2015,67.38,1.36
642,(주)나스미디어,89600,2016,68.97,2.12
643,(주)나스미디어,89600,2017,60.33,10.87
644,(주)나스미디어,89600,2018,60.1,15.08
645,(주)나스미디어,89600,2019,59.95,10.4
646,(주)나스미디어,89600,2020,59.84,10.68
647,(주)나스미디어,89600,2021,59.84,10.08
648,(주)나이벡,138610,2011,34.18,0.33
649,(주)나이벡,138610,2012,33.92,0.37
650,(주)나이벡,138610,2013,33.92,0.01
651,(주)나이벡,138610,2014,32.65,0.12
652,(주)나이벡,138610,2015,26.78,0.49
653,(주)나이벡,138610,2016,25.94,0.54
654,(주)나이벡,138610,2017,23.46,0.75
655,(주)나이벡,138610,2018,22.09,0.93
656,(주)나이벡,138610,2019,21.8,1.33
657,(주)나이벡,138610,2020,21.73,0.75
658,(주)나이벡,138610,2021,21.72,1.02
659,(주)나이스디앤비,130580,2011,35.04,39.22
660,(주)나이스디앤비,130580,2012,35.04,39.43
661,(주)나이스디앤비,130580,2013,34.99,39.29
662,(주)나이스디앤비,130580,2014,34.99,40.96
663,(주)나이스디앤비,130580,2015,34.97,41.63
664,(주)나이스디앤비,130580,2016,34.97,41.01
665,(주)나이스디앤비,130580,2017,34.97,51.16
666,(주)나이스디앤비,130580,2018,34.97,51.06
667,(주)나이스디앤비,130580,2019,34.97,42.77
668,(주)나이스디앤비,130580,2020,34.97,44.26
669,(주)나이스디앤비,130580,2021,34.97,45.43
670,(주)나이스홀딩스,34310,2011,39.41,12.95
671,(주)나이스홀딩스,34310,2012,52.88,4.19
672,(주)나이스홀딩스,34310,2013,52.88,7.07
673,(주)나이스홀딩스,34310,2014,48.51,6.96
674,(주)나이스홀딩스,34310,2015,48.51,5.43
675,(주)나이스홀딩스,34310,2016,48.51,6.88
676,(주)나이스홀딩스,34310,2017,48.51,8.23
677,(주)나이스홀딩스,34310,2018,48.54,10.64
678,(주)나이스홀딩스,34310,2019,48.54,12.94
679,(주)나이스홀딩스,34310,2020,47.97,23.26
680,(주)나이스홀딩스,34310,2021,47.97,19.96
681,(주)나이코,192240,2012,0,0
682,(주)나이코,192240,2013,99.89,0
683,(주)나이코,192240,2014,99.87,0
684,(주)나이코,192240,2015,99.88,0
685,(주)나인테크,267320,2017,7.96,0.01
686,(주)나인테크,267320,2018,7.07,0
687,(주)나인테크,267320,2019,6.27,0
688,(주)나인테크,267320,2020,33.2,0.29
689,(주)나인테크,267320,2021,33.2,0.93
690,(주)남선알미늄,8350,2011,40.55,0.24
691,(주)남선알미늄,8350,2012,41.66,0.48
692,(주)남선알미늄,8350,2013,44.04,0.15
693,(주)남선알미늄,8350,2014,42.44,1.84
694,(주)남선알미늄,8350,2015,42.44,1.78
695,(주)남선알미늄,8350,2016,42.46,5.69
696,(주)남선알미늄,8350,2017,42.2,7.2
697,(주)남선알미늄,8350,2018,50.47,2.56
698,(주)남선알미늄,8350,2019,48.19,3.47
699,(주)남선알미늄,8350,2020,18.03,6.21
700,(주)남선알미늄,8350,2021,18.03,3.94
701,(주)남성,4270,2011,42.18,0
702,(주)남성,4270,2012,42.18,0
703,(주)남성,4270,2013,42.18,0
704,(주)남성,4270,2014,42.18,0
705,(주)남성,4270,2015,40.83,0.03
706,(주)남성,4270,2016,39.56,0.04
707,(주)남성,4270,2017,40.09,0.96
708,(주)남성,4270,2018,40.36,0.7
709,(주)남성,4270,2019,38.16,1.54
710,(주)남성,4270,2020,36.78,0.52
711,(주)남성,4270,2021,36.78,1
712,(주)내츄럴엔도텍,168330,2012,0,0
713,(주)내츄럴엔도텍,168330,2013,31.93,0
714,(주)내츄럴엔도텍,168330,2014,29.23,20.74
715,(주)내츄럴엔도텍,168330,2015,19.66,6.46
716,(주)내츄럴엔도텍,168330,2016,19.39,3.08
717,(주)내츄럴엔도텍,168330,2017,18.47,3.68
718,(주)내츄럴엔도텍,168330,2018,18.09,5.03
719,(주)내츄럴엔도텍,168330,2019,17.97,3.63
720,(주)내츄럴엔도텍,168330,2020,17.66,3.28
721,(주)내츄럴엔도텍,168330,2021,23.71,1.32
722,(주)네오리진,94860,2011,27.22,0.23
723,(주)네오리진,94860,2012,21.04,0.01
724,(주)네오리진,94860,2013,16.57,0.16
725,(주)네오리진,94860,2014,16.48,0.13
726,(주)네오리진,94860,2015,13.61,0.08
727,(주)네오리진,94860,2016,11.93,0.21
728,(주)네오리진,94860,2017,11.93,0.6
729,(주)네오리진,94860,2018,11.93,1.14
730,(주)네오리진,94860,2019,11.23,2.29
731,(주)네오리진,94860,2020,10.58,1.88
732,(주)네오리진,94860,2021,15.25,8.12
733,(주)네오셈,253590,2016,0,0
734,(주)네오셈,253590,2017,0,0
735,(주)네오셈,253590,2018,9.8,0.04
736,(주)네오셈,253590,2019,63.39,0
737,(주)네오셈,253590,2020,64.78,0
738,(주)네오셈,253590,2021,64.55,0
739,(주)네오오토,212560,2011,0,0
740,(주)네오오토,212560,2012,0,0
741,(주)네오오토,212560,2013,0,0
742,(주)네오오토,212560,2014,0,0
743,(주)네오오토,212560,2015,68.16,0.13
744,(주)네오오토,212560,2016,57.49,2.21
745,(주)네오오토,212560,2017,57.6,1.95
746,(주)네오오토,212560,2018,57.88,0.23
747,(주)네오오토,212560,2019,54.5,3.91
748,(주)네오오토,212560,2020,52.28,3.38
749,(주)네오오토,212560,2021,51.18,3.55
750,(주)네오위즈,95660,2011,31.51,29.58
751,(주)네오위즈,95660,2012,36.29,15.64
752,(주)네오위즈,95660,2013,36.74,7.15
753,(주)네오위즈,95660,2014,36.32,8.51
754,(주)네오위즈,95660,2015,36.13,5.84
755,(주)네오위즈,95660,2016,35.93,6.01
756,(주)네오위즈,95660,2017,35.85,6.57
757,(주)네오위즈,95660,2018,35.86,8.84
758,(주)네오위즈,95660,2019,37.52,11.95
759,(주)네오위즈,95660,2020,37.12,15.91
760,(주)네오위즈,95660,2021,37.37,14.1
761,(주)네오위즈홀딩스,42420,2011,41.63,19.63
762,(주)네오위즈홀딩스,42420,2012,42.27,16.15
763,(주)네오위즈홀딩스,42420,2013,42.29,13.23
764,(주)네오위즈홀딩스,42420,2014,41.63,19.49
765,(주)네오위즈홀딩스,42420,2015,41.62,15.78
766,(주)네오위즈홀딩스,42420,2016,43.03,12
767,(주)네오위즈홀딩스,42420,2017,43.03,7.37
768,(주)네오위즈홀딩스,42420,2018,42.44,7.45
769,(주)네오위즈홀딩스,42420,2019,42.44,9.9
770,(주)네오위즈홀딩스,42420,2020,42.44,7.95
771,(주)네오위즈홀딩스,42420,2021,42.5,2.99
772,(주)네오이뮨텍,950220,2019,0,0
773,(주)네오이뮨텍,950220,2020,32.06,0
774,(주)네오이뮨텍,950220,2021,27.07,10.86
775,(주)네오크레마,311390,2016,0,0
776,(주)네오크레마,311390,2017,0,0
777,(주)네오크레마,311390,2018,0,0
778,(주)네오크레마,311390,2019,49.87,0.7
779,(주)네오크레마,311390,2020,48.94,1.23
780,(주)네오크레마,311390,2021,48.49,4.67
781,(주)네오티스,85910,2011,41.26,13.35
782,(주)네오티스,85910,2012,44.76,13.37
783,(주)네오티스,85910,2013,42.89,13.97
784,(주)네오티스,85910,2014,42.7,12.83
785,(주)네오티스,85910,2015,46.75,9.78
786,(주)네오티스,85910,2016,42.7,9.8
787,(주)네오티스,85910,2017,42.5,9.5
788,(주)네오티스,85910,2018,48.4,8.97
789,(주)네오티스,85910,2019,49.45,9.43
790,(주)네오티스,85910,2020,50.89,8.96
791,(주)네오티스,85910,2021,47.67,9.09
792,(주)네오팜,92730,2011,39.86,18.86
793,(주)네오팜,92730,2012,38.92,18.83
794,(주)네오팜,92730,2013,38.86,16.19
795,(주)네오팜,92730,2014,38.66,11.58
796,(주)네오팜,92730,2015,26.26,5.26
797,(주)네오팜,92730,2016,31.49,7.05
798,(주)네오팜,92730,2017,32.83,11.71
799,(주)네오팜,92730,2018,32.83,16.44
800,(주)네오팜,92730,2019,38.93,17.35
801,(주)네오팜,92730,2020,38.95,11.73
802,(주)네오팜,92730,2021,38.95,11.74
803,(주)네오퍼플,28090,2011,14.35,0.21
804,(주)네오퍼플,28090,2012,9.16,0
805,(주)네오펙트,290660,2018,29.7,1.52
806,(주)네오펙트,290660,2019,29.28,0.56
807,(주)네오펙트,290660,2020,23.34,0.53
808,(주)네오펙트,290660,2021,19.97,1.24
809,(주)네온테크,306620,2018,16.53,0.08
810,(주)네온테크,306620,2019,16.53,0
811,(주)네온테크,306620,2020,69.87,0.17
812,(주)네온테크,306620,2021,65.14,2.05
813,(주)네이블커뮤니케이션즈,153460,2011,0,0
814,(주)네이블커뮤니케이션즈,153460,2012,38.23,1.46
815,(주)네이블커뮤니케이션즈,153460,2013,35.55,4.83
816,(주)네이블커뮤니케이션즈,153460,2014,24.3,7.68
817,(주)네이블커뮤니케이션즈,153460,2015,24.1,5.03
818,(주)네이블커뮤니케이션즈,153460,2016,24.86,3.48
819,(주)네이블커뮤니케이션즈,153460,2017,24.86,0
820,(주)네이블커뮤니케이션즈,153460,2018,24.86,0.59
821,(주)네이블커뮤니케이션즈,153460,2019,24.86,0.34
822,(주)네이블커뮤니케이션즈,153460,2020,66.92,0
823,(주)네이블커뮤니케이션즈,153460,2021,67.2,1.33
824,(주)네이처셀,7390,2011,29.89,0.03
825,(주)네이처셀,7390,2012,26.51,0.33
826,(주)네이처셀,7390,2013,34.72,0
827,(주)네이처셀,7390,2014,32.11,0.42
828,(주)네이처셀,7390,2015,27.09,0.89
829,(주)네이처셀,7390,2016,26.04,0.56
830,(주)네이처셀,7390,2017,25.85,1.13
831,(주)네이처셀,7390,2018,24.52,4.65
832,(주)네이처셀,7390,2019,23.64,3.07
833,(주)네이처셀,7390,2020,23.64,5.73
834,(주)네이처셀,7390,2021,22.59,6.89
835,(주)네패스,33640,2011,27.26,5.61
836,(주)네패스,33640,2012,26.93,7.6
837,(주)네패스,33640,2013,27.24,4.52
838,(주)네패스,33640,2014,27.4,5.47
839,(주)네패스,33640,2015,27.4,6.3
840,(주)네패스,33640,2016,27.41,11.08
841,(주)네패스,33640,2017,27.22,12.9
842,(주)네패스,33640,2018,26.04,7.66
843,(주)네패스,33640,2019,25.9,9.4
844,(주)네패스,33640,2020,25.88,8.29
845,(주)네패스,33640,2021,25.71,7.85
846,(주)네패스아크,330860,2019,0,0
847,(주)네패스아크,330860,2020,59.91,0.22
848,(주)네패스아크,330860,2021,55.09,1.69
849,(주)네프로아이티,950030,2011,0,0
850,(주)넥센,5720,2011,43.15,7.01
851,(주)넥센,5720,2012,66.58,6.39
852,(주)넥센,5720,2013,66.58,5.53
853,(주)넥센,5720,2014,60.29,5.88
854,(주)넥센,5720,2015,60.29,5.88
855,(주)넥센,5720,2016,60.29,7.96
856,(주)넥센,5720,2017,59.37,9.04
857,(주)넥센,5720,2018,59.37,7.28
858,(주)넥센,5720,2019,59.37,5.8
859,(주)넥센,5720,2020,59.37,3.93
860,(주)넥센,5720,2021,59.37,2.95
861,(주)넥솔론,110570,2011,44.97,0.25
862,(주)넥솔론,110570,2012,34.82,0.78
863,(주)넥솔론,110570,2013,37.14,0.78
864,(주)넥솔론,110570,2015,34.37,1.53
865,(주)넥솔론,110570,2016,34.45,0
866,(주)넥스지,81970,2011,44.3,0.11
867,(주)넥스지,81970,2012,43.4,0.31
868,(주)넥스지,81970,2013,36.84,0.42
869,(주)넥스지,81970,2014,36.84,0.16
870,(주)넥스지,81970,2015,36.84,0.32
871,(주)넥스지,81970,2016,38.65,3.34
872,(주)넥스지,81970,2017,18.75,0.11
873,(주)넥스턴바이오사이언스,89140,2011,27.54,2.53
874,(주)넥스턴바이오사이언스,89140,2012,27.54,2.92
875,(주)넥스턴바이오사이언스,89140,2013,27.54,1.77
876,(주)넥스턴바이오사이언스,89140,2014,27.54,2.31
877,(주)넥스턴바이오사이언스,89140,2015,27.08,2.37
878,(주)넥스턴바이오사이언스,89140,2016,40.5,2.74
879,(주)넥스턴바이오사이언스,89140,2017,41.49,1.54
880,(주)넥스턴바이오사이언스,89140,2018,33.61,2.08
881,(주)넥스턴바이오사이언스,89140,2019,33.61,1.76
882,(주)넥스턴바이오사이언스,89140,2020,33.61,1.88
883,(주)넥스턴바이오사이언스,89140,2021,13.55,2.34
884,(주)넥스트아이,137940,2011,40.24,0
885,(주)넥스트아이,137940,2012,41.11,0
886,(주)넥스트아이,137940,2013,40.5,0
887,(주)넥스트아이,137940,2014,41.4,0
888,(주)넥스트아이,137940,2015,41.54,0
889,(주)넥스트아이,137940,2016,46.58,17.1
890,(주)넥스트아이,137940,2017,20.35,26.8
891,(주)넥스트아이,137940,2018,29.27,56.37
892,(주)넥스트아이,137940,2019,29.27,56.61
893,(주)넥스트아이,137940,2020,29.27,49.81
894,(주)넥스트아이,137940,2021,17.33,33.79
895,(주)넥스트엔터테인먼트월드,160550,2013,0,0
896,(주)넥스트엔터테인먼트월드,160550,2014,37.47,13.94
897,(주)넥스트엔터테인먼트월드,160550,2015,37.47,14.96
898,(주)넥스트엔터테인먼트월드,160550,2016,37.47,14.07
899,(주)넥스트엔터테인먼트월드,160550,2017,37.47,15.22
900,(주)넥스트엔터테인먼트월드,160550,2018,36.61,14.38
901,(주)넥스트엔터테인먼트월드,160550,2019,36.61,14.9
902,(주)넥스트엔터테인먼트월드,160550,2020,36.61,16.83
903,(주)넥스트엔터테인먼트월드,160550,2021,36.61,9.69
904,(주)넥스트칩,396270,2020,0,0
905,(주)넥스트칩,396270,2021,0,0
906,(주)넥스틴,348210,2014,0,0
907,(주)넥스틴,348210,2015,0,0
908,(주)넥스틴,348210,2016,0,0
909,(주)넥스틴,348210,2017,0,0
910,(주)넥스틴,348210,2018,0,0
911,(주)넥스틴,348210,2019,0,0
912,(주)넥스틴,348210,2020,34.87,6.9
913,(주)넥스틴,348210,2021,28.22,14.23
914,(주)넥슨게임즈,225570,2015,13.8,0.28
915,(주)넥슨게임즈,225570,2016,13.8,0.14
916,(주)넥슨게임즈,225570,2017,51.87,0.15
917,(주)넥슨게임즈,225570,2018,56.86,0.27
918,(주)넥슨게임즈,225570,2019,63.98,0.56
919,(주)넥슨게임즈,225570,2020,63.99,1.51
920,(주)넥슨게임즈,225570,2021,63.96,1.37
921,(주)넵튠,217270,2015,5.98,0.16
922,(주)넵튠,217270,2016,53.48,0
923,(주)넵튠,217270,2017,49.55,0.06
924,(주)넵튠,217270,2018,43.91,0.22
925,(주)넵튠,217270,2019,30.72,1.56
926,(주)넵튠,217270,2020,29.91,0.42
927,(주)넵튠,217270,2021,47.95,1.16
928,(주)넷웨이브,47730,2011,9.04,4.44
929,(주)노랑풍선,104620,2011,0,0
930,(주)노랑풍선,104620,2012,0,0
931,(주)노랑풍선,104620,2013,0,0
932,(주)노랑풍선,104620,2014,0,0
933,(주)노랑풍선,104620,2015,0,0
934,(주)노랑풍선,104620,2016,0,0
935,(주)노랑풍선,104620,2017,0,0
936,(주)노랑풍선,104620,2018,78.55,0
937,(주)노랑풍선,104620,2019,67.7,0.22
938,(주)노랑풍선,104620,2020,60.58,1.64
939,(주)노랑풍선,104620,2021,42.03,0.41
940,(주)노루페인트,90350,2011,68.1,0.98
941,(주)노루페인트,90350,2012,65.04,2.69
942,(주)노루페인트,90350,2013,65.12,0.53
943,(주)노루페인트,90350,2014,55.75,2.65
944,(주)노루페인트,90350,2015,54.59,3.46
945,(주)노루페인트,90350,2016,54.03,3.68
946,(주)노루페인트,90350,2017,53.69,4.4
947,(주)노루페인트,90350,2018,53.39,5.18
948,(주)노루페인트,90350,2019,53.21,5.67
949,(주)노루페인트,90350,2020,53.21,6.5
950,(주)노루페인트,90350,2021,51.91,5.34
951,(주)노루홀딩스,320,2011,49.98,1.53
952,(주)노루홀딩스,320,2012,49.4,1.64
953,(주)노루홀딩스,320,2013,47.99,1.11
954,(주)노루홀딩스,320,2014,47.37,1.33
955,(주)노루홀딩스,320,2015,46.19,1.52
956,(주)노루홀딩스,320,2016,46.77,0.98
957,(주)노루홀딩스,320,2017,46.11,2.61
958,(주)노루홀딩스,320,2018,46.3,2.3
959,(주)노루홀딩스,320,2019,45.95,2.14
960,(주)노루홀딩스,320,2020,46.42,1.97
961,(주)노루홀딩스,320,2021,44.71,3.52
962,(주)노바렉스,194700,2011,0,0
963,(주)노바렉스,194700,2012,0,0
964,(주)노바렉스,194700,2013,0,0
965,(주)노바렉스,194700,2014,0,0
966,(주)노바렉스,194700,2015,0,0
967,(주)노바렉스,194700,2016,0,0
968,(주)노바렉스,194700,2017,0,0
969,(주)노바렉스,194700,2018,33.46,0.13
970,(주)노바렉스,194700,2019,39,1.02
971,(주)노바렉스,194700,2020,37.41,1.25
972,(주)노바렉스,194700,2021,37.33,1.7
973,(주)노바텍,285490,2017,0,0
974,(주)노바텍,285490,2018,70.24,0.49
975,(주)노바텍,285490,2019,72.56,0.57
976,(주)노바텍,285490,2020,57.25,3.25
977,(주)노바텍,285490,2021,56.74,1.32
978,(주)노블엠앤비,106520,2011,0,0
979,(주)노블엠앤비,106520,2012,29.21,0
980,(주)노블엠앤비,106520,2013,27.85,3.74
981,(주)노블엠앤비,106520,2014,17.75,2.74
982,(주)노블엠앤비,106520,2015,19.86,0.4
983,(주)노블엠앤비,106520,2016,9.93,0.86
984,(주)노블엠앤비,106520,2017,8.53,0.51
985,(주)노블엠앤비,106520,2018,5.84,5.15
986,(주)노블엠앤비,106520,2019,4.63,4.09
987,(주)노블엠앤비,106520,2020,3.56,2.48
988,(주)노블엠앤비,106520,2021,44.67,1.46
989,(주)노터스,278650,2016,0,0
990,(주)노터스,278650,2017,0,0
991,(주)노터스,278650,2018,0,0
992,(주)노터스,278650,2019,48.79,0.31
993,(주)노터스,278650,2020,48.53,2.07
994,(주)노터스,278650,2021,48.26,1.94
995,(주)녹십자,6280,2011,52.68,28.33
996,(주)녹십자,6280,2012,52.98,28.95
997,(주)녹십자,6280,2013,52.76,27.71
998,(주)녹십자,6280,2014,52.84,29.83
999,(주)녹십자,6280,2015,52.73,25.64
1000,(주)녹십자,6280,2016,52.38,23.21
1001,(주)녹십자,6280,2017,51.89,26.18
1002,(주)녹십자,6280,2018,52.89,21.45
1003,(주)녹십자,6280,2019,52.83,19.54
1004,(주)녹십자,6280,2020,51.39,19.41
1005,(주)녹십자,6280,2021,51.39,22.8
1006,(주)녹십자셀,31390,2011,5.54,0.48
1007,(주)녹십자셀,31390,2012,22.38,1.47
1008,(주)녹십자셀,31390,2013,22.15,2.21
1009,(주)녹십자셀,31390,2014,25.5,3.19
1010,(주)녹십자셀,31390,2015,27.48,5.13
1011,(주)녹십자셀,31390,2016,30.51,2.78
1012,(주)녹십자셀,31390,2017,30.07,8.29
1013,(주)녹십자셀,31390,2018,29.67,6.15
1014,(주)녹십자셀,31390,2019,29.09,6.4
1015,(주)녹십자셀,31390,2020,28.17,5.99
1016,(주)녹십자엠에스,142280,2011,0,0
